Supplementary Table 10: Top RNA markers of the Level3M WNN clusters (MarkerFinder results),,,,
,,,,
UID,Symbol,Pearson rho,Pearson p-value,Cell State
TRAT1,TRAT1,0.449205531,1.19E-36,T CD4 Naive-1
PRMT2,PRMT2,0.445330755,5.57E-36,T CD4 Naive-1
POLR3E,POLR3E,0.439554118,5.38E-35,T CD4 Naive-1
IL7R,IL7R,0.434169791,4.29E-34,T CD4 Naive-1
TCF7,TCF7,0.421430802,5.04E-32,T CD4 Naive-1
LEF1,LEF1,0.405201412,1.64E-29,T CD4 Naive-1
LEPROTL1,LEPROTL1,0.399713909,1.08E-28,T CD4 Naive-1
GIMAP5,GIMAP5,0.398281256,1.75E-28,T CD4 Naive-1
C12orf65,C12orf65,0.397164118,2.56E-28,T CD4 Naive-1
TBC1D4,TBC1D4,0.396714891,2.97E-28,T CD4 Naive-1
PLCL1,PLCL1,0.394884672,5.50E-28,T CD4 Naive-1
SLC25A45,SLC25A45,0.39057073,2.30E-27,T CD4 Naive-1
CDC37L1,CDC37L1,0.38473842,1.55E-26,T CD4 Naive-1
FAM153B,FAM153B,0.382482536,3.20E-26,T CD4 Naive-1
ZEB1,ZEB1,0.382247384,3.45E-26,T CD4 Naive-1
DGKA,DGKA,0.382099747,3.61E-26,T CD4 Naive-1
PLEKHA1,PLEKHA1,0.379244561,8.98E-26,T CD4 Naive-1
TRAF3IP3,TRAF3IP3,0.37713719,1.75E-25,T CD4 Naive-1
RBL2,RBL2,0.374566996,3.91E-25,T CD4 Naive-1
GCC2,GCC2,0.367499325,3.45E-24,T CD4 Naive-1
TNFSF8,TNFSF8,0.362747599,1.45E-23,T CD4 Naive-1
KIAA0355,KIAA0355,0.360451461,2.87E-23,T CD4 Naive-1
INPP4B,INPP4B,0.356178621,1.01E-22,T CD4 Naive-1
CCDC66,CCDC66,0.351200628,4.28E-22,T CD4 Naive-1
SESN3,SESN3,0.339741887,1.07E-20,T CD4 Naive-1
PREPL,PREPL,0.328315258,2.35E-19,T CD4 Naive-1
GGPS1,GGPS1,0.318382097,3.09E-18,T CD4 Naive-1
RASSF3,RASSF3,0.303482459,1.23E-16,T CD4 Naive-1
BLOC1S4,BLOC1S4,0.299067869,3.54E-16,T CD4 Naive-1
KCNA3,KCNA3,0.298912388,3.67E-16,T CD4 Naive-1
IKZF1,IKZF1,0.297289288,5.38E-16,T CD4 Naive-1
CDKN1B,CDKN1B,0.288473285,4.11E-15,T CD4 Naive-1
STK38,STK38,0.274657956,8.66E-14,T CD4 Naive-1
GIMAP2,GIMAP2,0.271993104,1.53E-13,T CD4 Naive-1
CYTIP,CYTIP,0.268279625,3.34E-13,T CD4 Naive-1
ADPRM,ADPRM,0.268132423,3.45E-13,T CD4 Naive-1
PHF20,PHF20,0.264811497,6.86E-13,T CD4 Naive-1
STAT3,STAT3,0.261029306,1.48E-12,T CD4 Naive-1
MPHOSPH8,MPHOSPH8,0.260856894,1.54E-12,T CD4 Naive-1
N4BP2L2,N4BP2L2,0.259995248,1.83E-12,T CD4 Naive-1
MOAP1,MOAP1,0.259851754,1.88E-12,T CD4 Naive-1
FBXW4,FBXW4,0.255706786,4.31E-12,T CD4 Naive-1
THAP5,THAP5,0.253149967,7.13E-12,T CD4 Naive-1
NUDCD3,NUDCD3,0.237735958,1.32E-10,T CD4 Naive-1
MSL3,MSL3,0.235848323,1.86E-10,T CD4 Naive-1
ZBTB37,ZBTB37,0.231157047,4.32E-10,T CD4 Naive-1
MTR,MTR,0.224339107,1.42E-09,T CD4 Naive-1
ZNF274,ZNF274,0.218869778,3.60E-09,T CD4 Naive-1
PPP2R2D,PPP2R2D,0.218867117,3.60E-09,T CD4 Naive-1
ZNF506,ZNF506,0.215867756,5.93E-09,T CD4 Naive-1
ORMDL1,ORMDL1,0.215686077,6.11E-09,T CD4 Naive-1
ERCC5,ERCC5,0.2117389,1.16E-08,T CD4 Naive-1
RNF216,RNF216,0.208697136,1.90E-08,T CD4 Naive-1
R3HDM2,R3HDM2,0.207006947,2.48E-08,T CD4 Naive-1
RNMT,RNMT,0.199588117,7.85E-08,T CD4 Naive-1
VAMP2,VAMP2,0.199523758,7.93E-08,T CD4 Naive-1
LYSMD3,LYSMD3,0.195532637,1.45E-07,T CD4 Naive-1
TSHZ1,TSHZ1,0.176543951,2.14E-06,T CD4 Naive-1
TMEM138,TMEM138,0.169100261,5.71E-06,T CD4 Naive-1
RPL38,RPL38,0.166616403,7.85E-06,T CD4 Naive-1
PACS1,PACS1,0.163375247,1.18E-05,T CD4 Naive-1
RPL31,RPL31,0.119712493,0.001373177,T CD4 Naive-1
MAL,MAL,0.463845105,2.86E-39,T CD4 Naive-2
FLT3LG,FLT3LG,0.457159922,4.65E-38,T CD4 Naive-2
GIMAP1,GIMAP1,0.446969351,2.90E-36,T CD4 Naive-2
LCK,LCK,0.423223539,2.61E-32,T CD4 Naive-2
NOSIP,NOSIP,0.392055506,1.41E-27,T CD4 Naive-2
CD3E,CD3E,0.379810299,7.50E-26,T CD4 Naive-2
SH3YL1,SH3YL1,0.371844132,9.10E-25,T CD4 Naive-2
ANXA2R,ANXA2R,0.361604832,2.04E-23,T CD4 Naive-2
TCEA3,TCEA3,0.33935728,1.19E-20,T CD4 Naive-2
LYRM9,LYRM9,0.31647021,5.02E-18,T CD4 Naive-2
TOMM7,TOMM7,0.310448171,2.26E-17,T CD4 Naive-2
SEPT1,SEPT1,0.280949404,2.21E-14,T CD4 Naive-2
STMN3,STMN3,0.267063635,4.30E-13,T CD4 Naive-2
RPL17,RPL17,0.231666996,3.95E-10,T CD4 Naive-2
RPS27,RPS27,0.196211867,1.31E-07,T CD4 Naive-2
C12orf57,C12orf57,0.19083984,2.89E-07,T CD4 Naive-2
TMC8,TMC8,0.18564827,6.09E-07,T CD4 Naive-2
RPS29,RPS29,0.163301159,1.19E-05,T CD4 Naive-2
RPL36A,RPL36A,0.158022942,2.28E-05,T CD4 Naive-2
RPS10,RPS10,0.154816983,3.34E-05,T CD4 Naive-2
RPL30,RPL30,0.15237451,4.45E-05,T CD4 Naive-2
RPLP2,RPLP2,0.15090307,5.28E-05,T CD4 Naive-2
TPT1,TPT1,0.150418382,5.59E-05,T CD4 Naive-2
NSA2,NSA2,0.148043586,7.33E-05,T CD4 Naive-2
RPL34,RPL34,0.143197282,0.000126054,T CD4 Naive-2
RPS25,RPS25,0.142003014,0.000143685,T CD4 Naive-2
RPS28,RPS28,0.136958835,0.00024697,T CD4 Naive-2
RPS21,RPS21,0.135305716,0.000293777,T CD4 Naive-2
EEF1D,EEF1D,0.132307468,0.000400471,T CD4 Naive-2
RPL35A,RPL35A,0.131742627,0.000424238,T CD4 Naive-2
RPL37,RPL37,0.121936455,0.001113626,T CD4 Naive-2
RPS13,RPS13,0.120930554,0.001224837,T CD4 Naive-2
RPS27A,RPS27A,0.11968936,0.001376148,T CD4 Naive-2
RPL41,RPL41,0.117534582,0.001680283,T CD4 Naive-2
RPS15A,RPS15A,0.116553373,0.001838261,T CD4 Naive-2
RPL36,RPL36,0.11509466,0.002098401,T CD4 Naive-2
RPL22,RPL22,0.11293242,0.00254636,T CD4 Naive-2
RPL32,RPL32,0.112808624,0.002574474,T CD4 Naive-2
RPL9,RPL9,0.110544563,0.003141206,T CD4 Naive-2
RPL39,RPL39,0.11037269,0.003188552,T CD4 Naive-2
UBA52,UBA52,0.109290508,0.003501874,T CD4 Naive-2
RPL11,RPL11,0.102943044,0.005971467,T CD4 Naive-2
RPS16,RPS16,0.096366837,0.010086196,T CD4 Naive-2
RPS14,RPS14,0.09473647,0.011434467,T CD4 Naive-2
RPL10,RPL10,0.092029466,0.014027724,T CD4 Naive-2
RPL19,RPL19,0.087511935,0.019517898,T CD4 Naive-2
RPL18,RPL18,0.080509359,0.03171608,T CD4 Naive-2
EEF1A1,EEF1A1,0.075469961,0.044101683,T CD4 Naive-2
CD8B,CD8B,0.873560061,3.17E-224,T CD8 Naive
NELL2,NELL2,0.692720986,7.19E-103,T CD8 Naive
PCSK1N,PCSK1N,0.606680472,8.55E-73,T CD8 Naive
PDE3B,PDE3B,0.561329177,2.37E-60,T CD8 Naive
CCR7,CCR7,0.539098721,6.36E-55,T CD8 Naive
S100B,S100B,0.532750302,1.91E-53,T CD8 Naive
TXK,TXK,0.479439273,3.35E-42,T CD8 Naive
ATM,ATM,0.463621233,3.14E-39,T CD8 Naive
MGAT4A,MGAT4A,0.463251035,3.67E-39,T CD8 Naive
APBA2,APBA2,0.462512169,5.01E-39,T CD8 Naive
OXNAD1,OXNAD1,0.452472598,3.17E-37,T CD8 Naive
CD3D,CD3D,0.440293675,4.04E-35,T CD8 Naive
CD3G,CD3G,0.435415624,2.66E-34,T CD8 Naive
CARS,CARS,0.41343299,9.06E-31,T CD8 Naive
CCDC57,CCDC57,0.411361577,1.89E-30,T CD8 Naive
ZBTB25,ZBTB25,0.380280282,6.46E-26,T CD8 Naive
CHMP7,CHMP7,0.37772081,1.45E-25,T CD8 Naive
SETD1B,SETD1B,0.339558307,1.13E-20,T CD8 Naive
GPR155,GPR155,0.334238781,4.82E-20,T CD8 Naive
NDFIP1,NDFIP1,0.328375862,2.31E-19,T CD8 Naive
ANKRD49,ANKRD49,0.328135625,2.46E-19,T CD8 Naive
WDR89,WDR89,0.319819185,2.14E-18,T CD8 Naive
SFMBT1,SFMBT1,0.314426617,8.39E-18,T CD8 Naive
RAB33A,RAB33A,0.300860863,2.31E-16,T CD8 Naive
ARHGEF1,ARHGEF1,0.300790235,2.35E-16,T CD8 Naive
ANKRD44,ANKRD44,0.277038966,5.19E-14,T CD8 Naive
CD48,CD48,0.269289696,2.70E-13,T CD8 Naive
SFI1,SFI1,0.26768657,3.78E-13,T CD8 Naive
SYNRG,SYNRG,0.267469,3.96E-13,T CD8 Naive
TOB1,TOB1,0.248829551,1.65E-11,T CD8 Naive
G3BP2,G3BP2,0.248045896,1.92E-11,T CD8 Naive
CDR2,CDR2,0.239207932,1.01E-10,T CD8 Naive
EVL,EVL,0.233037158,3.09E-10,T CD8 Naive
NKAP,NKAP,0.205293036,3.25E-08,T CD8 Naive
DYNLT1,DYNLT1,0.18768175,4.56E-07,T CD8 Naive
PET117,PET117,0.18253716,9.42E-07,T CD8 Naive
EEF1G,EEF1G,0.170763377,4.60E-06,T CD8 Naive
RPL21,RPL21,0.144859192,0.000104882,T CD8 Naive
UQCRB,UQCRB,0.144373555,0.000110694,T CD8 Naive
RPS12,RPS12,0.103407045,0.005748314,T CD8 Naive
RPL23A,RPL23A,0.100895864,0.007051854,T CD8 Naive
RPL27,RPL27,0.091458467,0.014636659,T CD8 Naive
RPL13,RPL13,0.090777716,0.015392928,T CD8 Naive
RPL28,RPL28,0.085573432,0.022397289,T CD8 Naive
RPL13A,RPL13A,0.068855485,0.066321425,T CD8 Naive
RPS4Y1,RPS4Y1,0.045848634,0.221750289,T CD8 Naive
N4BP3,N4BP3,0.719942279,9.97E-115,Transitional-B-1
COMTD1,COMTD1,0.690103297,8.47E-102,Transitional-B-1
CD72,CD72,0.636780273,3.15E-82,Transitional-B-1
MT-ND6,MT-ND6,0.565719841,1.80E-61,Transitional-B-1
CD19,CD19,0.532471419,2.21E-53,Transitional-B-1
CCDC81,CCDC81,0.524931753,1.14E-51,Transitional-B-1
SERINC2,SERINC2,0.464537103,2.14E-39,Transitional-B-1
SBF1,SBF1,0.460948012,9.65E-39,Transitional-B-1
SLC5A6,SLC5A6,0.442099516,1.99E-35,Transitional-B-1
MKNK2,MKNK2,0.441402299,2.62E-35,Transitional-B-1
UGT3A2,UGT3A2,0.435711603,2.38E-34,Transitional-B-1
BCAT1,BCAT1,0.426179439,8.73E-33,Transitional-B-1
PRKD2,PRKD2,0.400087742,9.49E-29,Transitional-B-1
BDH1,BDH1,0.394248281,6.80E-28,Transitional-B-1
RFC5,RFC5,0.36910162,2.12E-24,Transitional-B-1
SMAP1,SMAP1,0.368432116,2.60E-24,Transitional-B-1
SRRT,SRRT,0.355136071,1.37E-22,Transitional-B-1
FBXO33,FBXO33,0.353245609,2.37E-22,Transitional-B-1
C16orf91,C16orf91,0.352341523,3.08E-22,Transitional-B-1
NUDT15,NUDT15,0.351407863,4.03E-22,Transitional-B-1
PIK3AP1,PIK3AP1,0.34722113,1.33E-21,Transitional-B-1
BCAS4,BCAS4,0.346806033,1.50E-21,Transitional-B-1
OXCT1,OXCT1,0.345857905,1.96E-21,Transitional-B-1
FAIM,FAIM,0.341150783,7.28E-21,Transitional-B-1
NFATC3,NFATC3,0.335776713,3.18E-20,Transitional-B-1
SLBP,SLBP,0.328288161,2.36E-19,Transitional-B-1
SMPD4,SMPD4,0.324978622,5.64E-19,Transitional-B-1
STK39,STK39,0.322429079,1.09E-18,Transitional-B-1
TNIP2,TNIP2,0.316959838,4.43E-18,Transitional-B-1
FPGS,FPGS,0.313780355,9.87E-18,Transitional-B-1
BAK1,BAK1,0.311180259,1.88E-17,Transitional-B-1
STRBP,STRBP,0.306310778,6.23E-17,Transitional-B-1
RCC1,RCC1,0.301151561,2.16E-16,Transitional-B-1
HRAS,HRAS,0.300822114,2.33E-16,Transitional-B-1
BTBD6,BTBD6,0.291980848,1.85E-15,Transitional-B-1
RABL6,RABL6,0.291747029,1.95E-15,Transitional-B-1
PCNT,PCNT,0.290806618,2.42E-15,Transitional-B-1
GBE1,GBE1,0.287617839,4.99E-15,Transitional-B-1
INTS1,INTS1,0.285294219,8.42E-15,Transitional-B-1
SMARCD1,SMARCD1,0.281228636,2.08E-14,Transitional-B-1
NOC2L,NOC2L,0.27911793,3.30E-14,Transitional-B-1
SHMT2,SHMT2,0.278409843,3.85E-14,Transitional-B-1
SCARB1,SCARB1,0.273169281,1.19E-13,Transitional-B-1
GNAI3,GNAI3,0.272748945,1.30E-13,Transitional-B-1
ANKHD1,ANKHD1,0.271876182,1.57E-13,Transitional-B-1
GINS4,GINS4,0.264625759,7.12E-13,Transitional-B-1
C8orf33,C8orf33,0.263655335,8.70E-13,Transitional-B-1
VDAC1,VDAC1,0.262698104,1.06E-12,Transitional-B-1
C7orf26,C7orf26,0.261147745,1.45E-12,Transitional-B-1
CSNK1D,CSNK1D,0.259842482,1.89E-12,Transitional-B-1
YWHAQ,YWHAQ,0.256230825,3.89E-12,Transitional-B-1
GTPBP1,GTPBP1,0.256130475,3.96E-12,Transitional-B-1
UBE2I,UBE2I,0.255913194,4.14E-12,Transitional-B-1
WDR5,WDR5,0.25514289,4.82E-12,Transitional-B-1
SAFB2,SAFB2,0.254619158,5.34E-12,Transitional-B-1
SRSF2,SRSF2,0.254060134,5.97E-12,Transitional-B-1
COPS3,COPS3,0.252506939,8.09E-12,Transitional-B-1
DDX27,DDX27,0.252100602,8.76E-12,Transitional-B-1
SMARCA5,SMARCA5,0.250613379,1.17E-11,Transitional-B-1
RRP1B,RRP1B,0.2497727,1.38E-11,Transitional-B-1
GNL1,GNL1,0.249395454,1.48E-11,Transitional-B-1
SRSF3,SRSF3,0.249367586,1.49E-11,Transitional-B-1
NABP2,NABP2,0.24765709,2.06E-11,Transitional-B-1
UBN1,UBN1,0.246544194,2.55E-11,Transitional-B-1
HTATSF1,HTATSF1,0.235744866,1.90E-10,Transitional-B-1
PGAM5,PGAM5,0.235693675,1.92E-10,Transitional-B-1
HCFC1,HCFC1,0.234961946,2.19E-10,Transitional-B-1
KHSRP,KHSRP,0.23482449,2.24E-10,Transitional-B-1
IGLL1,IGLL1,0.234496203,2.38E-10,Transitional-B-1
USP13,USP13,0.232688578,3.29E-10,Transitional-B-1
SURF2,SURF2,0.231884307,3.80E-10,Transitional-B-1
POLE3,POLE3,0.231176384,4.31E-10,Transitional-B-1
PARP1,PARP1,0.229958489,5.34E-10,Transitional-B-1
CHEK1,CHEK1,0.228753557,6.61E-10,Transitional-B-1
AURKAIP1,AURKAIP1,0.226639481,9.56E-10,Transitional-B-1
MIF,MIF,0.226270773,1.02E-09,Transitional-B-1
MCM7,MCM7,0.224946316,1.28E-09,Transitional-B-1
PPP1CC,PPP1CC,0.224029351,1.50E-09,Transitional-B-1
SMARCB1,SMARCB1,0.222542833,1.93E-09,Transitional-B-1
DHX9,DHX9,0.22025135,2.85E-09,Transitional-B-1
ELP5,ELP5,0.219421607,3.28E-09,Transitional-B-1
EIF1AX,EIF1AX,0.218436766,3.87E-09,Transitional-B-1
LYRM1,LYRM1,0.21744288,4.57E-09,Transitional-B-1
STARD7,STARD7,0.216891395,5.01E-09,Transitional-B-1
SLC12A2,SLC12A2,0.215394771,6.41E-09,Transitional-B-1
POLR2C,POLR2C,0.213977293,8.09E-09,Transitional-B-1
PGAM1,PGAM1,0.213376205,8.93E-09,Transitional-B-1
SNRNP200,SNRNP200,0.211995656,1.12E-08,Transitional-B-1
RCE1,RCE1,0.211697852,1.17E-08,Transitional-B-1
SUMO1,SUMO1,0.210758544,1.36E-08,Transitional-B-1
ADK,ADK,0.210352727,1.46E-08,Transitional-B-1
PRKDC,PRKDC,0.210285395,1.47E-08,Transitional-B-1
TOMM5,TOMM5,0.209447821,1.68E-08,Transitional-B-1
TRAPPC2L,TRAPPC2L,0.208986745,1.81E-08,Transitional-B-1
PITPNA,PITPNA,0.208402117,1.99E-08,Transitional-B-1
HNRNPA0,HNRNPA0,0.207781106,2.20E-08,Transitional-B-1
RANBP1,RANBP1,0.207277573,2.38E-08,Transitional-B-1
SLC3A2,SLC3A2,0.207145961,2.43E-08,Transitional-B-1
GTPBP3,GTPBP3,0.205992786,2.91E-08,Transitional-B-1
CCDC43,CCDC43,0.205828867,2.99E-08,Transitional-B-1
POLR2A,POLR2A,0.205812122,3.00E-08,Transitional-B-1
EXOSC9,EXOSC9,0.205645314,3.08E-08,Transitional-B-1
EIF4H,EIF4H,0.205534159,3.13E-08,Transitional-B-1
CS,CS,0.205159456,3.32E-08,Transitional-B-1
PTMA,PTMA,0.205097316,3.35E-08,Transitional-B-1
EP400,EP400,0.204184677,3.87E-08,Transitional-B-1
ACIN1,ACIN1,0.20331063,4.43E-08,Transitional-B-1
LSM12,LSM12,0.201854114,5.55E-08,Transitional-B-1
PPA1,PPA1,0.201251353,6.09E-08,Transitional-B-1
LYRM4,LYRM4,0.201072233,6.26E-08,Transitional-B-1
DPP9,DPP9,0.199452804,8.02E-08,Transitional-B-1
PEBP1,PEBP1,0.198064313,9.90E-08,Transitional-B-1
ILF3,ILF3,0.196595151,1.23E-07,Transitional-B-1
COX6A1,COX6A1,0.196247879,1.30E-07,Transitional-B-1
IPO5,IPO5,0.195723121,1.41E-07,Transitional-B-1
GID8,GID8,0.195028127,1.56E-07,Transitional-B-1
PUSL1,PUSL1,0.192320736,2.33E-07,Transitional-B-1
NCL,NCL,0.191140474,2.77E-07,Transitional-B-1
CDC37,CDC37,0.190635305,2.98E-07,Transitional-B-1
PPM1G,PPM1G,0.189778227,3.37E-07,Transitional-B-1
NUDT5,NUDT5,0.188348839,4.14E-07,Transitional-B-1
CPSF6,CPSF6,0.18616526,5.66E-07,Transitional-B-1
POM121C,POM121C,0.18478315,6.88E-07,Transitional-B-1
PRPF40A,PRPF40A,0.18405407,7.62E-07,Transitional-B-1
NDUFS6,NDUFS6,0.183086299,8.73E-07,Transitional-B-1
DUS1L,DUS1L,0.182889563,8.97E-07,Transitional-B-1
LDHA,LDHA,0.182862139,9.00E-07,Transitional-B-1
NUTF2,NUTF2,0.181033893,1.16E-06,Transitional-B-1
RNPS1,RNPS1,0.180495921,1.25E-06,Transitional-B-1
FBRSL1,FBRSL1,0.177665139,1.84E-06,Transitional-B-1
COX7B,COX7B,0.176921667,2.03E-06,Transitional-B-1
SNRPF,SNRPF,0.176920152,2.03E-06,Transitional-B-1
HNRNPDL,HNRNPDL,0.174379828,2.86E-06,Transitional-B-1
COX6C,COX6C,0.172602457,3.62E-06,Transitional-B-1
SMARCC1,SMARCC1,0.172301597,3.76E-06,Transitional-B-1
FOXK2,FOXK2,0.17223594,3.79E-06,Transitional-B-1
HNRNPM,HNRNPM,0.171897563,3.97E-06,Transitional-B-1
FIBP,FIBP,0.169772067,5.23E-06,Transitional-B-1
SET,SET,0.169279028,5.58E-06,Transitional-B-1
MATR3,MATR3,0.164602829,1.01E-05,Transitional-B-1
SLC25A3,SLC25A3,0.163623914,1.14E-05,Transitional-B-1
MTA1,MTA1,0.161664586,1.46E-05,Transitional-B-1
HNRNPC,HNRNPC,0.161619865,1.47E-05,Transitional-B-1
MTPAP,MTPAP,0.159991257,1.79E-05,Transitional-B-1
EIF3C,EIF3C,0.159861411,1.82E-05,Transitional-B-1
RBM10,RBM10,0.156911573,2.60E-05,Transitional-B-1
SLC25A5,SLC25A5,0.156292919,2.80E-05,Transitional-B-1
RBBP6,RBBP6,0.154445218,3.49E-05,Transitional-B-1
YWHAB,YWHAB,0.152294656,4.50E-05,Transitional-B-1
DHDDS,DHDDS,0.151395773,4.99E-05,Transitional-B-1
MZT2A,MZT2A,0.151114299,5.16E-05,Transitional-B-1
MSH3,MSH3,0.145360486,9.92E-05,Transitional-B-1
YBX1,YBX1,0.141088186,0.000158731,Transitional-B-1
SRSF9,SRSF9,0.140655853,0.000166345,Transitional-B-1
SNRPD2,SNRPD2,0.127271958,0.000664252,Transitional-B-1
NPPC,NPPC,0.598378581,2.29E-70,Transitional-B-2
HIST1H3J,HIST1H3J,0.526690266,4.58E-52,Transitional-B-2
HIST1H2AB,HIST1H2AB,0.525773437,7.37E-52,Transitional-B-2
APOLD1,APOLD1,0.511769746,8.80E-49,Transitional-B-2
HIST1H2BB,HIST1H2BB,0.495106183,2.66E-45,Transitional-B-2
PPM1D,PPM1D,0.47220222,8.02E-41,Transitional-B-2
HIST1H2AG,HIST1H2AG,0.457086424,4.79E-38,Transitional-B-2
HIST1H2BD,HIST1H2BD,0.45233609,3.35E-37,Transitional-B-2
KHDRBS3,KHDRBS3,0.442529197,1.68E-35,Transitional-B-2
HIST1H4A,HIST1H4A,0.437685229,1.11E-34,Transitional-B-2
WDR62,WDR62,0.423601401,2.27E-32,Transitional-B-2
HIST1H2BF,HIST1H2BF,0.421187045,5.51E-32,Transitional-B-2
NFYA,NFYA,0.411042997,2.12E-30,Transitional-B-2
HIST1H2BO,HIST1H2BO,0.392112691,1.38E-27,Transitional-B-2
E2F8,E2F8,0.384767299,1.53E-26,Transitional-B-2
HIST1H3A,HIST1H3A,0.383892551,2.03E-26,Transitional-B-2
PTCH2,PTCH2,0.373886082,4.83E-25,Transitional-B-2
HIST1H2BC,HIST1H2BC,0.371182738,1.12E-24,Transitional-B-2
CIPC,CIPC,0.367393179,3.56E-24,Transitional-B-2
KANSL2,KANSL2,0.364746758,7.94E-24,Transitional-B-2
HIST1H2BG,HIST1H2BG,0.359053695,4.34E-23,Transitional-B-2
SIMC1,SIMC1,0.357087146,7.75E-23,Transitional-B-2
H2AFX,H2AFX,0.356375999,9.54E-23,Transitional-B-2
HIST1H4E,HIST1H4E,0.355497517,1.23E-22,Transitional-B-2
HIST1H2AH,HIST1H2AH,0.352402311,3.03E-22,Transitional-B-2
HIST1H2AM,HIST1H2AM,0.346741564,1.52E-21,Transitional-B-2
GINS3,GINS3,0.346036378,1.86E-21,Transitional-B-2
LRRC57,LRRC57,0.340628527,8.42E-21,Transitional-B-2
SPHK2,SPHK2,0.340531593,8.64E-21,Transitional-B-2
NEIL3,NEIL3,0.340349311,9.09E-21,Transitional-B-2
CDKN2A,CDKN2A,0.33168105,9.59E-20,Transitional-B-2
ZNF384,ZNF384,0.328440727,2.27E-19,Transitional-B-2
ZNF576,ZNF576,0.325710615,4.66E-19,Transitional-B-2
MAPKBP1,MAPKBP1,0.321375894,1.43E-18,Transitional-B-2
AP4E1,AP4E1,0.318945282,2.68E-18,Transitional-B-2
SMG6,SMG6,0.318359408,3.11E-18,Transitional-B-2
HIST1H3G,HIST1H3G,0.317559066,3.81E-18,Transitional-B-2
PHLPP1,PHLPP1,0.317419391,3.94E-18,Transitional-B-2
HIST1H2AK,HIST1H2AK,0.316501701,4.98E-18,Transitional-B-2
OSER1,OSER1,0.315781217,5.97E-18,Transitional-B-2
SLFN13,SLFN13,0.314781869,7.67E-18,Transitional-B-2
HIST1H3D,HIST1H3D,0.314416734,8.41E-18,Transitional-B-2
PPP1R37,PPP1R37,0.313215258,1.14E-17,Transitional-B-2
HSPA14,HSPA14,0.310565392,2.19E-17,Transitional-B-2
HIST1H2AL,HIST1H2AL,0.306321902,6.21E-17,Transitional-B-2
RBM15,RBM15,0.304547275,9.55E-17,Transitional-B-2
NELFA,NELFA,0.300414552,2.57E-16,Transitional-B-2
RAB2B,RAB2B,0.299379648,3.29E-16,Transitional-B-2
ZNF317,ZNF317,0.299170953,3.45E-16,Transitional-B-2
C21orf58,C21orf58,0.298963749,3.63E-16,Transitional-B-2
CDKL3,CDKL3,0.298112068,4.43E-16,Transitional-B-2
FANCM,FANCM,0.29548724,8.20E-16,Transitional-B-2
MTA2,MTA2,0.292451708,1.66E-15,Transitional-B-2
CTCF,CTCF,0.291632981,2.00E-15,Transitional-B-2
BRD2,BRD2,0.289526693,3.24E-15,Transitional-B-2
MED19,MED19,0.288586376,4.01E-15,Transitional-B-2
C15orf41,C15orf41,0.288585396,4.01E-15,Transitional-B-2
METTL12,METTL12,0.284512029,1.00E-14,Transitional-B-2
PHTF2,PHTF2,0.282219883,1.67E-14,Transitional-B-2
MAPRE1,MAPRE1,0.276176057,6.25E-14,Transitional-B-2
TAF3,TAF3,0.275857743,6.69E-14,Transitional-B-2
BAZ1B,BAZ1B,0.274737298,8.52E-14,Transitional-B-2
NMT2,NMT2,0.270627832,2.04E-13,Transitional-B-2
DDA1,DDA1,0.270537082,2.08E-13,Transitional-B-2
ZNF836,ZNF836,0.266793005,4.55E-13,Transitional-B-2
MAP3K4,MAP3K4,0.266471001,4.87E-13,Transitional-B-2
ARRDC2,ARRDC2,0.263064257,9.81E-13,Transitional-B-2
CEP85L,CEP85L,0.262050648,1.21E-12,Transitional-B-2
CHUK,CHUK,0.261921518,1.24E-12,Transitional-B-2
ABCD3,ABCD3,0.261630197,1.31E-12,Transitional-B-2
ZC3H18,ZC3H18,0.260006176,1.83E-12,Transitional-B-2
CDK14,CDK14,0.259746381,1.92E-12,Transitional-B-2
GPS2,GPS2,0.259230495,2.13E-12,Transitional-B-2
HIST2H2AC,HIST2H2AC,0.257855154,2.81E-12,Transitional-B-2
KCTD6,KCTD6,0.257657152,2.93E-12,Transitional-B-2
DCAF15,DCAF15,0.256298728,3.83E-12,Transitional-B-2
RABEP2,RABEP2,0.253248018,7.00E-12,Transitional-B-2
SMNDC1,SMNDC1,0.250970154,1.09E-11,Transitional-B-2
RMND5A,RMND5A,0.250394655,1.22E-11,Transitional-B-2
HYPK,HYPK,0.248662764,1.70E-11,Transitional-B-2
RNF138,RNF138,0.248566895,1.73E-11,Transitional-B-2
AP4B1,AP4B1,0.248118183,1.89E-11,Transitional-B-2
XPO4,XPO4,0.247672364,2.06E-11,Transitional-B-2
FBXO45,FBXO45,0.246314763,2.67E-11,Transitional-B-2
HACL1,HACL1,0.243935628,4.18E-11,Transitional-B-2
NUP85,NUP85,0.243844581,4.25E-11,Transitional-B-2
CHD8,CHD8,0.242636723,5.34E-11,Transitional-B-2
SMIM13,SMIM13,0.242467565,5.51E-11,Transitional-B-2
SIN3A,SIN3A,0.242155923,5.84E-11,Transitional-B-2
POLDIP3,POLDIP3,0.241623395,6.45E-11,Transitional-B-2
GPBP1,GPBP1,0.240371805,8.13E-11,Transitional-B-2
MCM9,MCM9,0.240171629,8.44E-11,Transitional-B-2
CXCR4,CXCR4,0.239645257,9.30E-11,Transitional-B-2
PPP1R10,PPP1R10,0.239101592,1.03E-10,Transitional-B-2
